prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Washington Square Park,M,-73.997235,40.730531,E,Active,M
Pelham Bay Park,X,-73.791915,40.868729,A,Active,Bronx
Shore Park and Parkway,B,-74.038448,40.634073,C,Active,B
Steeplechase Park,B,-73.983388,40.573378,E,Active,B
Central Park,M,-73.965843,40.783793,Bottle Filler Fountain,Active,M
Highbridge Park,X,-73.926428,40.842095,E,Active,Bronx
Frost Playground,B,-73.939222,40.718797,C,Active,B
Thomas Jefferson Park,M,-73.937096,40.793221,B,Active,M
St. Michael's Playground,Q,-73.900357,40.758325,C,Active,Q
Coney Island Beach & Boardwalk,B,-73.983339,40.572653,E,Active,B
Central Park,M,-73.962546,40.782192,B,Active,M
Sean's Place,Q,-73.918444,40.760746,C,Active,Q
Sara D. Roosevelt Park,M,-73.991186,40.722434,Indoor Drinking Fountain,Active,M
Central Park,M,-73.967849,40.772354,E and Dog,Active,M
Playground Twenty One,Q,-73.79819,40.778175,D,Active,Q
John V. Lindsay East River Park,M,-73.97501,40.715138,E,Active,M
Pelham Bay Park,X,-73.793478,40.868047,C,Active,Bronx
Jackie Robinson Park Playground,B,-73.927373,40.680328,A,Active,B
McKinley Park,B,-74.017618,40.625437,F High Low,Active,B
Givan Square,X,-73.842322,40.867873,D,Active,Bronx
Samuel Seabury Playground,M,-73.950582,40.785203,E High Low,Active,M
Fox Park,X,-73.898741,40.814805,F High Low,Active,Bronx
Brooklyn Botanic Garden,B,-73.962236,40.665583,E,Active,B
Coffey Park,B,-74.008658,40.677006,D,Active,B
Parade Ground,B,-73.971183,40.648693,Indoor Drinking Fountain,Active,B
Kissena Park,Q,-73.811441,40.747194,A,Active,Q
Travers Park,Q,-73.889579,40.754302,E,Active,Q
Yellowstone Park,Q,-73.847169,40.726202,A,Active,Q
Central Park,M,-73.977097,40.768362,Water Cooler,Active,M
Coney Island Boat Basin,B,-73.98894,40.584224,A,Active,B
Marie Curie Playground,Q,-73.771168,40.757061,C,Active,Q
Bellaire Playground,Q,-73.758078,40.721638,D,Active,Q
Marine Park,B,-73.936844,40.608492,C,Active,B
Breukelen Ballfields,B,-73.891079,40.650486,C,Active,B
Coney Island Beach & Boardwalk,B,-73.972713,40.574033,E,Active,B
Flushing Meadows Corona Park,Q,-73.845788,40.745498,A,Active,Q
Osborn Playground,B,-73.906137,40.655935,D,Active,B
Hammel Playground,Q,-73.809217,40.588089,A,Active,Q
High Rock Park,R,-74.12197,40.582828,Water Cooler,Active,R
Brooklyn Heights Promenade,B,-73.997102,40.697846,E,Active,B
Astoria Park,Q,-73.924532,40.775328,D,Active,Q
Marcus Garvey Park,M,-73.943462,40.80538,Indoor Drinking Fountain,Active,M
Gravesend Park,B,-73.984413,40.623817,C,Active,B
Sutter Ballfields,B,-73.887831,40.6708,A,Active,B
Thomas Jefferson Park,M,-73.93678,40.793642,Indoor Drinking Fountain,Active,M
Rochdale Park,Q,-73.775584,40.67422,E High Low,Active,Q
Union Square Park,M,-73.98962,40.736267,CS Metal,Active,M
Bayswater Park,Q,-73.767491,40.598934,A,Active,Q
West Playground,B,-73.969927,40.586568,A,Active,B
Lopez Playground,R,-74.085074,40.611665,H,Active,R
Forest Park,Q,-73.858598,40.700871,Indoor Drinking Fountain,Active,Q
Van Cortlandt Park,X,-73.881206,40.88989,A,Active,Bronx
Astoria Park,Q,-73.922167,40.778529,Water Cooler,Active,Q
Conch Playground,Q,-73.780169,40.595481,Bottle Filler High Low,Active,Q
Jackie Robinson Park,M,-73.942742,40.824017,A,Active,M
John Golden Park,Q,-73.769719,40.773301,A,Active,Q
Harlem River Park,M,-73.934934,40.807295,Bottle Filler High Low,Active,M
Arsenal West,M,-73.98292,40.769783,Bottle Filler Fountain,Active,M
Caserta Playground,X,-73.853913,40.837431,C,Active,Bronx
Garibaldi Playground,B,-74.000056,40.608998,D,Active,B
Hansborough Recreation Center,M,-73.939331,40.812834,Indoor Drinking Fountain,Active,M
McCarren Park,B,-73.952721,40.722974,E,Active,B
McCarren Park,B,-73.94993,40.720081,Food Prep Sink,Active,B
Noble Playground,X,-73.872516,40.836864,A,Active,Bronx
Julio Carballo Fields,X,-73.888958,40.815262,C,Active,Bronx
Hamilton Metz Field,B,-73.940595,40.662399,E,Active,B
Plimpton Playground,X,-73.922539,40.843464,F High Low,Active,Bronx
Chelsea Recreation Center,M,-74.002219,40.748296,Indoor Drinking Fountain,Active,M
High Rock Park,R,-74.123029,40.58262,Food Prep Sink,Active,R
A.R.R.O.W. Field House,Q,-73.92643,40.755712,C,Active,Q
Police Officer John G. Scarangella Park,B,-73.984205,40.595418,E,Active,B
Rockaway Beach Boardwalk,Q,-73.826116,40.580556,Food Prep Sink,Active,Q
Railroad Playground,B,-73.913811,40.648926,B,Active,B
Herbert Von King Park,B,-73.947195,40.689636,D,Active,B
Matthew P. Sapolin Playground,M,-73.98385,40.777226,D,Active,M
Prospect Park,B,-73.971526,40.666059,A,Active,B
Archie Spigner Park,Q,-73.77785,40.693397,D,Active,Q
Tottenville Pool,R,-74.23529,40.505848,Food Prep Sink,Active,R
Randall's Island Park,M,-73.917405,40.793594,Pedestal,Active,M
Ocean Breeze Park,R,-74.075188,40.583077,Indoor Drinking Fountain,Active,R
Surf Playground,B,-73.9925,40.573691,A,Active,B
Owen F. Dolen Park,X,-73.842605,40.840612,E High Low,Active,Bronx
Cunningham Park,Q,-73.769857,40.735798,A,Active,Q
McKinley Park,B,-74.016425,40.626298,A,Active,B
Highbridge Park,M,-73.924325,40.857738,D,Active,M
Isham Park,M,-73.919287,40.86982,E and Dog,Active,M
Betsy Head Park,B,-73.913208,40.662554,A,Active,B
Arcilla Playground,X,-73.914478,40.827226,A,Active,Bronx
GREENSTREET,B,-73.984955,40.696283,B,Active,B
O'Neill Triangle,X,-73.911343,40.823463,E,Active,Bronx
Stars & Stripes Playground,X,-73.839545,40.885913,C,Active,Bronx
Alley Pond Park,Q,-73.741303,40.741577,A,Active,Q
Forest Park,Q,-73.835496,40.710769,Food Prep Sink,Active,Q
Boerum Park,B,-73.990429,40.684629,D,Active,B
Marble Hill Playground,X,-73.908043,40.877524,D,Active,Bronx
De Hostos Playground,B,-73.949506,40.702557,A,Active,B
Alfred E. Smith Playground,M,-73.997636,40.710185,Food Prep Sink,Active,M
Lincoln Terrace / Arthur S. Somers Park,B,-73.927575,40.666308,CS Concrete,Active,B
Willowbrook Park,R,-74.155298,40.604623,A,Active,R
Manhattan Beach Park,B,-73.94635,40.575933,E,Active,B
Squibb Park,B,-73.995422,40.70103,A,Active,B
Dyker Beach Park,B,-74.017769,40.605678,Indoor Drinking Fountain,Active,B
Washington Square Park,M,-73.998481,40.730789,E and Dog,Active,M
Brooklyn Bridge Park,B,-74.00171,40.692898,Bottle Filler Fountain,Active,B
Mafera Park,Q,-73.890698,40.708277,A,Active,Q
Coney Island Boat Basin,B,-73.989209,40.58286,A,Active,B
Rev. T. Wendell Foster Park and Recreation Center,X,-73.925154,40.83148,E,Active,Bronx
Detective Keith L Williams Park,Q,-73.784254,40.701723,Indoor Drinking Fountain,Active,Q
Edmonds Playground,B,-73.971745,40.689186,A,Active,B
The Pearly Gates,X,-73.845426,40.838936,D,Active,Bronx
Roy Wilkins Recreation Center,Q,-73.772918,40.687924,Bottle Filler High Low,Active,Q
Central Park,M,-73.968881,40.780556,E,Active,M
Roebling Playground,B,-73.961852,40.706468,A,Active,B
Silver Lake Park,R,-74.093461,40.626138,A,Active,R
Bloomingdale Park,R,-74.210469,40.533467,D,Active,R
Pelham Bay Park,X,-73.825505,40.848212,E,Active,Bronx
Frank Principe Park,Q,-73.905387,40.728339,F High Low,Active,Q
Queensbridge Park,Q,-73.947113,40.756955,H,Active,Q
Crotona Park,X,-73.895347,40.840033,Slop Sink,Active,Bronx
Dyker Beach Park,B,-74.014699,40.610262,A,Active,B
Van Cortlandt Park,X,-73.896489,40.890029,CS Metal,Active,Bronx
Bronx Park,X,-73.869844,40.846972,Indoor Drinking Fountain,Active,Bronx
Henry Hudson Park,X,-73.921534,40.881004,A,Active,Bronx
People's Park,X,-73.916946,40.809331,C,Active,Bronx
Flushing Meadows Corona Park,Q,-73.841935,40.740431,D,Active,Q
The Battery,M,-74.016282,40.702428,E,Active,M
Playground One,M,-73.997463,40.712158,A,Active,M
Canarsie Park,B,-73.893195,40.630688,A,Active,B
Forest Park,Q,-73.868622,40.702459,A,Active,Q
Rockaway Beach and Boardwalk,Q,-73.762474,40.591836,Trough,Active,Q
Pelham Bay Park,X,-73.788302,40.870273,A,Active,Bronx
Central Park,M,-73.971929,40.766971,B,Active,M
Thomas Greene Playground,B,-73.985635,40.680632,Water Cooler,Active,B
Columbus Park,M,-73.999717,40.715298,C,Active,M
Peter Detmold Park,M,-73.963952,40.753341,B,Active,M
Forest Park,Q,-73.852775,40.700768,A,Active,Q
Junction Playground,Q,-73.872202,40.754848,D,Active,Q
Manhattan Beach Park,B,-73.94297,40.576767,E,Active,B
Bronx Park,X,-73.870367,40.85578,F High Low and Dog,Active,Bronx
Sperandeo Brothers Playground,B,-73.884473,40.676875,E,Active,B
Coney Island Beach & Boardwalk,B,-73.964153,40.574757,E,Active,B
Flushing Meadows Corona Park,Q,-73.838761,40.744767,A,Active,Q
Police Officer Edward Byrne Park,Q,-73.807024,40.667438,D,Active,Q
Stuyvesant Square,M,-73.984548,40.733214,Indoor Drinking Fountain,Active,M
Central Park,M,-73.977004,40.768913,B,Active,M
Arsenal West,M,-73.98292,40.769783,Indoor Drinking Fountain,Active,M
The Battery,M,-74.01299,40.702222,Other,Active,M
Ramon Aponte Park,M,-73.989475,40.761461,F High Low,Active,M
Coney Island Beach & Boardwalk,B,-73.999161,40.571806,E,Active,B
Washington Skate Park,B,-73.985467,40.672271,C,Active,B
Alice Kornegay Triangle,M,-73.935548,40.806566,CS Concrete,Active,M
Marine Park,B,-73.931972,40.601492,A,Active,B
Amelia Gorman Park,M,-73.932185,40.855309,E,Active,M
Rockaway Beach and Boardwalk,Q,-73.752569,40.593166,A,Active,Q
Poe Park,X,-73.895053,40.864255,C,Active,Bronx
Fort Washington Park,M,-73.946656,40.841992,C,Active,M
Prospect Park,B,-73.972731,40.654882,E High Low,Active,B
Norelli-Hargreaves Playground,Q,-73.809194,40.690478,F High Low,Active,Q
Grover Cleveland Playground,Q,-73.910882,40.711267,C,Active,Q
Juniper Valley Park,Q,-73.875879,40.720339,A,Active,Q
Coney Island Beach & Boardwalk,B,-73.976138,40.573452,E,Active,B
Cunningham Park,Q,-73.764646,40.73939,A,Active,Q
Flushing Meadows Corona Park,Q,-73.842252,40.743573,A,Active,Q
Rockaway Beach Boardwalk,Q,-73.816453,40.583219,Food Prep Sink,Active,Q
Brigadier General Charles Young Playground,M,-73.936137,40.819768,A,Active,M
Riverside Park,M,-73.971262,40.804589,E,Active,M
Silver Lake Park,R,-74.100591,40.627473,A,Active,R
Owl's Head Park,B,-74.033533,40.640489,C,Active,B
Prospect Park,B,-73.965858,40.661651,E,Active,B
Central Park,M,-73.954649,40.790471,E and Dog,Active,M
Dr. Charles R. Drew Park,Q,-73.802448,40.680284,C,Active,Q
Flushing Meadows Corona Park,Q,-73.849571,40.741195,D,Active,Q
Chelsea Recreation Center,M,-74.002219,40.748296,Food Prep Sink,Active,M
Roberto Clemente Ballfield,B,-73.967686,40.706735,A,Active,B
Kissena Park,Q,-73.804401,40.747641,A,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.067394,40.588442,C,Active,R
Central Park,M,-73.966757,40.7738,E,Active,M
Flushing Meadows Corona Park,Q,-73.849406,40.759985,C,Active,Q
Calvert Vaux Park,B,-73.990841,40.587565,E,Active,B
Fort Hamilton Athletic Field,B,-74.037417,40.626087,D,Active,B
South Rochdale Playground,Q,-73.768796,40.673924,C,Active,Q
"Phil ""Scooter"" Rizzuto Park",Q,-73.822533,40.695001,D,Active,Q
Haffen Park,X,-73.838946000000007,40.873576,A,Active,Bronx
Hermon A. MacNeil Park,Q,-73.851517,40.793514,C,Active,Q
Dutch Kills Playground,Q,-73.933431,40.757721,CS Metal High Low,Active,Q
Jennifer's Playground,R,-74.163452,40.619897,C,Active,R
St. Nicholas Park,M,-73.950843,40.813942,A,Active,M
Blood Root Valley,R,-74.139254,40.591772,Indoor Drinking Fountain,Active,R
Laurelton Parkway,Q,-73.726915,40.684888,C,Active,Q
Howard Pool,B,-73.909099,40.672864,Water Cooler,Active,B
Randall's Island Park,M,-73.915906,40.796279,Pedestal,Active,M
Frank D. O'Connor Playground,Q,-73.886962,40.744091,A,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.091634,40.568647,A,Active,R
Hickman Playground,B,-73.913195,40.620526,D,Active,B
Flushing Meadows Corona Park,Q,-73.860179,40.763196,C,Active,Q
Century Playground,B,-73.970924,40.577116,C,Active,B
Central Park,M,-73.972405,40.774578,E and Dog,Active,M
Gravesend Park,B,-73.98393,40.62341,C,Active,B
Marine Park,B,-73.930653,40.604031,Bottle Filler Fountain,Active,B
Central Park,M,-73.951319,40.794479,B,Active,M
Fort Tryon Park,M,-73.933292,40.861892,Stone,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.081206,40.575367,A,Active,R
St. John's Park,B,-73.935529,40.673972,C,Active,B
Shore Park and Parkway,B,-74.038725,40.633306,A,Active,B
Flushing Meadows Corona Park,Q,-73.839251,40.747679,A,Active,Q
Van Cortlandt Park,X,-73.881239,40.890014,D,Active,Bronx
Hilton White Playground,X,-73.907452,40.822831,CS Metal,Active,Bronx
Prospect Park,B,-73.965469,40.665364,Indoor Drinking Fountain,Active,B
John V. Lindsay East River Park,M,-73.974214,40.721511,A,Active,M
Detective William T. Gunn Playground,Q,-73.732087,40.731429,D,Active,Q
Macombs Dam Park,X,-73.928244,40.82759,Trough,Active,Bronx
Thomas Jefferson Park,M,-73.936481,40.793959,C,Active,M
St. John's Park,B,-73.934891,40.673861,Food Prep Sink,Active,B
Juniper Valley Park,Q,-73.879234,40.721122,A,Active,Q
Coney Island Beach & Boardwalk,B,-73.980521,40.572981,E,Active,B
Soundview Park,X,-73.878091,40.819128,C,Active,Bronx
Old Town Playground,R,-74.081371,40.595798,D,Active,R
Wagner Playground,M,-73.934469000000007,40.799745,E,Active,M
Oracle Playground,B,-73.971786,40.693777,E,Active,B
Stars & Stripes Playground,X,-73.839082,40.885526,C,Active,Bronx
Dunbar Playground,X,-73.906415,40.82266,C,Active,Bronx
Battery Park City,M,-74.016883000000007,40.713545,Other,Active,M
Aesop Park,R,-74.230214,40.509589,C,Active,R
Marine Park,B,-73.927803,40.597246,F High Low,Active,B
Sheltering Arms Playground,M,-73.955413,40.815075,Indoor Drinking Fountain,Active,M
D'Emic Playground,B,-74.00464,40.655966,A,Active,B
Astoria Heights Playground,Q,-73.911556,40.760158,Bottle Filler,Active,Q
Beach 17 Playground,Q,-73.747149,40.594891,D,Active,Q
Astoria Park,Q,-73.919593,40.78027,A,Active,Q
James Weldon Johnson Playground,M,-73.942294,40.797258,F High Low,Active,M
Marcy Playground,B,-73.950913,40.695378,C,Active,B
Highbridge Park,M,-73.934216,40.842788,Indoor Drinking Fountain,Active,M
The Olde Towne of Flushing Burial Ground,Q,-73.801959,40.755651,D,Active,Q
St. Andrew's Playground,B,-73.94245,40.679133,A,Active,B
Marion Hopkinson Playground,B,-73.913572,40.681666,C,Active,B
Williamsbridge Oval,X,-73.876986,40.878589,C,Active,Bronx
Wards Island Park,M,-73.925836,40.783881,C,Active,M
Calvert Vaux Park,B,-73.990216,40.587936,E,Active,B
Recreational Area,M,-73.952928,40.828427,A,Active,M
Oxport Playground,B,-73.976449,40.697711,E,Active,B
Red Hook Recreation Area,B,-74.004045,40.672382,Food Prep Sink,Active,B
De Witt Clinton Park,M,-73.994591,40.767991,D,Active,M
Herbert Von King Park,B,-73.94647,40.690087,C,Active,B
Dr. Ronald McNair Park,B,-73.961997,40.67025,B,Active,B
Almeda Playground,Q,-73.794409,40.593791,A,Active,Q
Aqueduct Walk,X,-73.908035,40.85836,Trough,Active,Bronx
Riverside Park,M,-73.974755,40.797081,B,Active,M
Tall Oak Playground,Q,-73.758246,40.746288,CS Concrete,Active,Q
Parade Ground,B,-73.965417,40.651594,E,Active,B
Coney Island Beach & Boardwalk,B,-74.001113,40.572133,E,Active,B
Rockaway Beach and Boardwalk,Q,-73.800005,40.586485,Trough,Active,Q
Arsenal North,M,-73.951366,40.793092,Bottle Filler Fountain,Active,M
Saratoga Park,B,-73.920113,40.684838,E,Active,B
Flushing Meadows Corona Park,Q,-73.84714,40.760933,C,Active,Q
Prospect Park,B,-73.975115,40.665219,Indoor Drinking Fountain,Active,B
George Walker Jr. Park,B,-73.895439,40.678563,C,Active,B
Bronx River Parkway,X,-73.871707,40.82134,C,Active,Bronx
Van Cortlandt Park,X,-73.893152,40.895368,C,Active,Bronx
P.S. 155 Playground,M,-73.935452,40.797416,A,Active,M
Brownsville Playground,B,-73.902784,40.656223,Indoor Drinking Fountain,Active,B
Bronx Park,X,-73.870393000000007,40.847141,Indoor Drinking Fountain,Active,Bronx
Houston Playground,B,-73.905042,40.672162,C,Active,B
Central Park,M,-73.965843,40.783793,Slop Sink,Active,M
Challenge Playground,Q,-73.728111,40.756788,A,Active,Q
Walker Park,R,-74.110229,40.643048,A,Active,R
Hunter's Point South Park,Q,-73.960046,40.740063,Trough,Active,Q
Central Park,M,-73.96395,40.789419,Monument,Active,M
Sixteen Sycamores Playground,B,-73.981344000000007,40.686867,C,Active,B
Highland Park,Q,-73.885072,40.684627,D,Active,Q
Kennedy King Playground,B,-73.922032,40.658532,C,Active,B
Old Town Playground,R,-74.081003,40.595084,A,Active,R
Crosson Park,Q,-73.895847,40.742946,C,Active,Q
McGuire Fields,B,-73.901339,40.620474,A,Active,B
Betsy Head Park,B,-73.912439,40.66348,A,Active,B
Central Park,M,-73.966262,40.788422,E,Active,M
Coney Island Beach & Boardwalk,B,-73.965423,40.57462,Food Prep Sink,Active,B
Pfc Norton Playground,B,-73.944896,40.614616,C,Active,B
Asser Levy Playground,M,-73.976196,40.736109,E High Low,Active,M
Frank Golden Park,Q,-73.834581,40.7852,Bottle Filler High Low,Active,Q
Carl Schurz Park,M,-73.943899,40.774034,E and Dog,Active,M
College Point Fields,Q,-73.838262,40.776598,D,Active,Q
Central Park,M,-73.960639,40.793442,E,Active,M
Maria Hernandez Park,B,-73.923256,40.703862,E and Dog,Active,B
De Matti Park,R,-74.074155,40.614279,Bottle Filler High Low,Active,R
Cunningham Park,Q,-73.774503,40.727955,C,Active,Q
Colden Playground,Q,-73.827716,40.770519,D,Active,Q
Morningside Park,M,-73.958251,40.806304,C,Active,M
McCaffrey Playground,M,-73.991207,40.758965,C,Active,M
McCarren Park,B,-73.94993,40.720081,Indoor Drinking Fountain,Active,B
Triborough Bridge Playground C,Q,-73.922316,40.773833,Other,Active,Q
The Battery,M,-74.016392,40.702097,Pedestal Wall,Active,M
J. Hood Wright Park,M,-73.9414,40.846892,B,Active,M
Columbus Park,B,-73.989915,40.692998,Monument,Active,B
Golconda Playground,B,-73.982873,40.697839,A,Active,B
Real Good Playground,Q,-73.857273,40.735415,A,Active,Q
Andries Playground,B,-73.946558,40.62324,D,Active,B
Yak Playground,B,-73.936826,40.592204,Other,Active,B
Star Spangled Playground,B,-73.957858,40.691618,CS Concrete,Active,B
Vidalia Park,X,-73.881196,40.843683,D,Active,Bronx
Belmont Playground,X,-73.887522,40.850559,D,Active,Bronx
Rockaway Beach Boardwalk,Q,-73.828959,40.579499,Trough,Active,Q
Bush Terminal Park,B,-74.019177,40.653293,CS Metal,Active,B
Manhattan Beach Park,B,-73.940473,40.577531,C,Active,B
Ehrenreich-Austin Playground,Q,-73.837137,40.715919,A,Active,Q
Behagen Playground,X,-73.901098,40.825141,C,Active,Bronx
Fox Playground,B,-73.923805,40.632887,D,Active,B
Steuben Playground,B,-73.963531,40.697541,C,Active,B
Dr. Gertrude B. Kelly Playground,M,-74.002074,40.741679,C,Active,M
Belt Parkway/Shore Parkway,B,-73.898337,40.61986,D,Active,B
Flushing Meadows Corona Park,Q,-73.849373,40.751336,Bottle Filler Fountain,Active,Q
Devoe Park,X,-73.90494,40.86378,G,Active,Bronx
Crocheron Park,Q,-73.768849,40.770231,C,Active,Q
Bill Brown Playground,B,-73.945787,40.591613,C,Active,B
Central Park,M,-73.958704,40.784327,E,Active,M
Chelsea Park,M,-74.000363,40.750035,D,Active,M
Friends Field,B,-73.972112,40.618544,A,Active,B
Detective Keith L Williams Park,Q,-73.783579,40.702609,A,Active,Q
Dyker Beach Park,B,-74.013664,40.61364,A,Active,B
Lafayette Playground,B,-73.930048,40.692481,D,Active,B
Prospect Park,B,-73.966241,40.652998,Bottle Filler High Low,Active,B
Julio Carballo Fields,X,-73.889238,40.814958,Indoor Drinking Fountain,Active,Bronx
Owen F. Dolen Park,X,-73.84258,40.840683,Indoor Drinking Fountain,Active,Bronx
Lafayette Gardens Playground,B,-73.95745,40.690041,A,Active,B
Soundview Park,X,-73.870572,40.818844,Trough,Active,Bronx
Harry Maze Playground,B,-73.923162,40.64294,E High Low,Active,B
Archie Spigner Park,Q,-73.779971,40.693641,C,Active,Q
Pelham Bay Park,X,-73.794763,40.865282,Indoor Drinking Fountain,Active,Bronx
Benninger Playground,Q,-73.898126,40.706968,A,Active,Q
Highland Park,Q,-73.887734,40.683664,C,Active,Q
Railroad Playground,B,-73.914247,40.649537,A,Active,B
Tudor Park,Q,-73.849166,40.671973,C,Active,Q
Central Park,M,-73.958286,40.791614,E,Active,M
Alley Pond Park,Q,-73.740161,40.741548,A,Active,Q
Forest Park,Q,-73.864867,40.695622,E,Active,Q
Rocket Playground,Q,-73.846554,40.670521,A,Active,Q
Harry Maze Playground,B,-73.923261,40.643485,E High Low,Active,B
Clove Lakes Park,R,-74.104421,40.616459,C,Active,R
Howard Bennett Playground,M,-73.938605,40.813525,C,Active,M
Allen Street Malls,M,-73.991873,40.716342,F and Dog,Active,M
Juniper Valley Park,Q,-73.884488,40.718644,Bottle Filler Wall,Active,Q
